,Year,Month,Wheat_Price,WP_%_Change,Corn_Price,CP_%_Change,Sorghum_Price,SP_%_Change,Inflation,AK_P,AL_P,AR_P,AS_P,AZ_P,CA_P,CO_P,CT_P,DE_P,FL_P,FM_P,GA_P,GU_P,HI_P,IA_P,ID_P,IL_P,IN_P,KS_P,KY_P,LA_P,MA_P,MD_P,ME_P,MH_P,MI_P,MN_P,MO_P,MP_P,MS_P,MT_P,NC_P,ND_P,NE_P,NH_P,NJ_P,NM_P,NV_P,NY_P,OH_P,OK_P,OR_P,PA_P,PR_P,PW_P,RI_P,SC_P,SD_P,TN_P,TX_P,UM_P,UT_P,VA_P,VI_P,VT_P,WA_P,WI_P,WV_P,WY_P,1_P,2_P,3_P,4_P,5_P,6_P,7_P,8_P,9_P,10_P,AK_T,AL_T,AR_T,AS_T,AZ_T,CA_T,CO_T,CT_T,DE_T,FL_T,FM_T,GA_T,GU_T,HI_T,IA_T,ID_T,IL_T,IN_T,KS_T,KY_T,LA_T,MA_T,MD_T,ME_T,MH_T,MI_T,MN_T,MO_T,MP_T,MS_T,MT_T,NC_T,ND_T,NE_T,NH_T,NJ_T,NM_T,NV_T,NY_T,OH_T,OK_T,OR_T,PA_T,PR_T,PW_T,RI_T,SC_T,SD_T,TN_T,TX_T,UM_T,UT_T,VA_T,VI_T,VT_T,WA_T,WI_T,WV_T,WY_T,1_T,2_T,3_T,4_T,5_T,6_T,7_T,8_T,9_T,10_T,AL_D,AR_D,AZ_D,CA_D,CO_D,CT_D,DE_D,FL_D,GA_D,IA_D,ID_D,IL_D,IN_D,KS_D,KY_D,LA_D,MA_D,MD_D,ME_D,MI_D,MN_D,MO_D,MS_D,MT_D,NC_D,ND_D,NE_D,NH_D,NJ_D,NM_D,NV_D,NY_D,OH_D,OK_D,OR_D,PA_D,RI_D,SC_D,SD_D,TN_D,TX_D,UT_D,VA_D,VT_D,WA_D,WI_D,WV_D,WY_D,1_D,2_D,3_D,4_D,5_D,6_D,7_D,8_D,9_D,10_D,Soy_Price,Soy_%_Change,Cotton_Price,Cotton_%_Change
0,1995,Jan,156.21,-5.11,106.9,4.23,101.74,1.11,0.4,7.123391304,12.06531746,12.82841727,45.315,6.001896552,35.02096774,1.809311927,10.07212121,8.6375,8.294017094,19.65166667,11.71985507,6.812,8.438039216,2.174464286,5.955775862,8.018571429,7.377054795,2.547849829,12.12698529,16.16436364,9.780779221,9.549333333,10.79727273,17.86166667,5.955338346,1.576625,8.159162011,7.3075,12.81333333,1.530508475,15.10012579,1.222043796,1.226958333,9.0586,8.541111111,2.225136612,5.505148515,7.847409326,9.528387097,5.107336683,20.7195288,8.705515464,6.266153846,39.515,8.6,14.22870968,0.941527778,13.5645098,5.145753205,1.545,4.679878788,13.30488189,5.488461538,7.754883721,13.97834395,2.230631579,12.32,1.618396947,1.222043796,2.547849829,1.530508475,13.97834395,5.107336683,1.809311927,5.955775862,0.941527778,1.226958333,5.145753205,-12.44525974,8.542068966,6.305049505,28.25,6.1278125,8.17512894,-2.296886792,0.031304348,3.881111111,15.75605839,27.14,8.685357143,26.2,19.24816327,-6.024233577,-1.908970588,-1.634155844,-0.077941176,0.709490446,3.546891892,10.92632184,-0.184745763,3.548125,-6.18890625,27.1,-3.97,-9.737948718,0.674794521,25,8.645340909,-6.051946903,5.849202899,-11.96918033,-3.6260625,-3.836,2.207333333,1.788934911,1.333859649,-1.604736842,0.190080645,4.85936,3.160053191,0.605407407,23.65677419,25.95,1.1775,8.001882353,-6.796111111,5.054529915,9.807939815,25.97,-0.892147239,3.837264151,22.578,-4.383513514,2.167820513,-6.624125,1.794044944,-5.128015267,-11.96918033,0.709490446,-6.051946903,2.167820513,4.85936,-2.296886792,-1.908970588,-6.796111111,-3.6260625,9.807939815,-0.4325,1.514444444,1.932857143,2.98,0.958,-0.07,-1.565,2.628571429,1.398888889,1.397777778,0.974,0.984444444,-0.857777778,1.593333333,-0.92,0.032222222,-0.443333333,-1.5525,-0.563333333,0.738,2.223333333,1.76,-0.205,-0.02,0.24375,4.73,3.0675,-0.97,-1.533333333,1.32625,2.1475,-0.418,-0.574,1.563333333,1.207777778,0.745,-1.11,3.244285714,2.926666667,0.2275,0.04,1.881428571,-0.101666667,-1.096666667,0.482,0.025555556,-0.656666667,1.581,4.73,1.593333333,-0.02,0.482,1.563333333,0.958,0.974,2.926666667,3.0675,0.04,202.5,-1.88%,94.78,9.72%
1,1995,Feb,154.42,-1.15,106.98,0.07,102.07,0.32,0.4,6.137565217,15.36579365,5.075683453,52.98,3.912413793,3.44191067,2.147018349,7.275454545,5.5825,4.912136752,19.97111111,15.92775362,2.62,9.696568627,0.837857143,3.005948276,2.606651786,3.061506849,0.851262799,7.871470588,8.313575758,7.049220779,4.954222222,6.858961039,13.705,2.568195489,1.057625,3.617094972,3.785,9.596821705,1.219279661,12.14584906,0.916131387,0.884666667,6.4084,6.070185185,1.20010929,1.066435644,5.545595855,3.32283871,1.266532663,8.124240838,5.020257732,12.42123077,34.26,8.0925,13.24322581,1.157013889,7.11127451,2.924246795,1.01,2.315333333,5.517401575,6.617692308,5.637906977,11.37,0.893473684,6.650851064,1.53259542,0.916131387,0.851262799,1.219279661,11.37,1.266532663,2.147018349,3.005948276,1.157013889,0.884666667,2.924246795,-8.367532468,9.600229885,8.183267327,28.35,9.59775,10.68329513,1.233584906,-0.69173913,2.833333333,16.18759124,26.85833333,9.339553571,26.3,19.46795918,-0.214233577,1.241985294,2.162792208,1.674509804,5.381210191,4.537567568,12.11965517,-0.966101695,2.768958333,-5.83390625,27.175,-2.724452555,-4.541282051,4.623630137,24.25,9.784886364,-0.752566372,5.909782609,-4.368770492,2.3779375,-4.209,1.009555556,5.483431953,5.724561404,-2.788881579,0.762258065,8.08976,5.911223404,-0.186148148,23.72645161,26.1,0.51,8.226235294,-0.584305556,6.102478632,11.9119213,26.325,3.533865031,3.736981132,23.354,-5.120540541,5.14474359,-3.014875,2.213146067,-1.565343511,-4.368770492,5.381210191,-0.752566372,5.14474359,8.08976,1.233584906,1.241985294,-0.584305556,2.3779375,11.9119213,-0.29,-0.432222222,1.951428571,1.975714286,0.852,-0.386666667,-1.64,2.14,1.793333333,0.992222222,0.587,0.426666667,-1.178888889,1.005555556,-1.0225,-0.481111111,-0.62,-1.7475,-0.603333333,-0.734,1.994444444,1.381666667,-0.525,-0.184285714,0.39125,4.496666667,2.645,-1.025,-1.633333333,0.14375,1.4875,-0.818,-1.101,0.547777778,0.425555556,-0.409,-1.08,3.412857143,2.714444444,-0.2575,-0.349,1.521428571,-0.94,-1.106666667,0.411,-0.367777778,-0.783333333,1.515,4.496666667,1.005555556,-0.184285714,0.411,0.547777778,0.852,0.587,2.714444444,2.645,-0.349,203.65,0.57%,99.96,5.47%
2,1995,Mar,150.39,-2.61,109.63,2.48,102.74,0.66,0.33,5.789217391,13.65920635,8.472014388,37.635,3.576724138,25.54615385,4.012477064,5.876666667,5.9175,8.098119658,19.58222222,8.271086957,3.986,8.020196078,6.332261905,7.0925,6.101071429,6.625410959,5.79894198,7.754779412,23.6269697,6.025844156,4.671333333,6.79987013,14.66,4.19406015,6.2083125,5.095027933,0.84,18.94651163,3.124279661,8.457232704,3.656350365,5.197041667,6.5524,4.898888889,1.786721311,5.289009901,4.27238342,4.737032258,7.932060302,12.85319372,4.428969072,6.518769231,27.655,6.11875,5.635591398,4.98875,10.28990196,7.215817308,1.955,6.411454545,5.921496063,2.273846154,5.700697674,11.54044586,5.439052632,5.840319149,2.475419847,3.656350365,5.79894198,3.124279661,11.54044586,7.932060302,4.012477064,7.0925,4.98875,5.197041667,7.215817308,-6.563246753,13.40758621,11.30653465,28.5,10.9530625,10.46002865,2.182358491,3.839130435,8.026666667,18.25459854,26.95833333,13.36928571,26.45,20.30387755,2.270656934,2.529411765,6.215714286,6.378137255,5.78133758,9.490810811,14.56505747,3.157288136,8.069166667,-0.95578125,27.475,1.450364964,-1.288333333,7.683424658,25.465,13.39977273,-0.407831858,10.63152174,-4.442377049,2.0359375,0.96475,6.223111111,6.711715976,5.259210526,2.871842105,6.005887097,9.23184,5.965851064,5.309111111,23.68483871,26.375,4.03,12.66976471,-1.085486111,10.89059829,13.20393519,26.125,4.136257669,8.734528302,22.794,0.763783784,6.519679487,0.6889375,7.193483146,-0.494198473,-4.442377049,5.78133758,-0.407831858,6.519679487,9.23184,2.182358491,2.529411765,-1.085486111,2.0359375,13.20393519,-0.57125,-0.818888889,2.048571429,4.122857143,1.092,-1.06,-2.12,1.8,-0.312222222,1.183333333,1.426,0.054444444,-1.391111111,1.227777778,-1.57,1.117777778,-1.14,-2.35125,-0.85,-0.978,2.542222222,0.663333333,0.2,0.275714286,-0.6025,5.084444444,2.77875,-1.21,-2.363333333,0.01125,2.3775,-1.561,-1.717,0.861111111,1.09,-1.275,-1.61,1.381428571,3.184444444,-0.74,0.014,2.175714286,-1.48,-1.393333333,0.798,0.14,-1.558333333,1.78,5.084444444,1.227777778,0.275714286,0.798,0.861111111,1.092,1.426,3.184444444,2.77875,0.014,209.35,2.80%,110.47,10.51%
3,1995,Apr,148.98,-0.94,109.64,0.01,103.29,0.54,0.33,5.220608696,12.73365079,15.55446043,36.215,1.547011494,6.49942928,5.939266055,6.909393939,5.65875,9.294529915,22.80833333,5.445072464,8.34,12.53539216,12.4735119,4.349913793,11.35477679,11.47287671,7.415392491,9.534632353,21.95884848,5.838181818,6.04,5.58038961,50.935,8.322406015,6.214625,12.98340782,5.725,18.42674419,3.989152542,2.91754717,2.496423358,8.111916667,4.92,4.744074074,1.841256831,2.50019802,5.816217617,9.280709677,11.39472362,10.74680628,6.249329897,6.267230769,7.18,7.71625,3.087419355,8.754791667,8.951470588,7.770641026,4.25,4.214545455,4.271181102,1.821538462,5.436046512,7.238980892,7.950263158,6.029255319,4.12,2.496423358,7.415392491,3.989152542,7.238980892,11.39472362,5.939266055,4.349913793,8.754791667,8.111916667,7.770641026,2.549675325,17.36781609,15.63762376,28.05,13.1710625,12.24017192,5.13754717,8.179130435,12.34888889,21.45262774,27.16333333,17.55258929,26.6,20.74816327,8.618613139,6.381838235,10.80142857,10.86843137,11.1066242,13.7727027,18.23045977,7.348135593,12.59541667,4.2684375,27.725,5.351459854,5.059807692,12.61465753,26.085,17.30318182,5.261548673,15.10702899,4.751311475,7.4773125,5.1975,10.21111111,9.39887574,8.010701754,6.505131579,9.776935484,14.0044,7.880265957,8.936592593,24.91193548,26.8,8.28875,17.47929412,5.174305556,14.98393162,17.47587963,26.675,7.305582822,13.07358491,24.63,4.611891892,8.706282051,5.6371875,11.2241573,4.180992366,4.751311475,11.1066242,5.261548673,8.706282051,14.0044,5.13754717,6.381838235,5.174305556,7.4773125,17.47587963,-0.4975,-0.042222222,2.217142857,4.267142857,1.896,-1.41,-2.415,1.797142857,-0.887777778,2.241111111,1.533,0.621111111,-0.171111111,1.465555556,-1.2175,1.866666667,-1.56,-2.5125,-1.14,-0.27,2.372222222,1.421666667,0.663,1.345714286,-1.5175,4.853333333,3.27375,-1.625,-2.796666667,0.06625,2.7875,-1.741,-0.523,1.336666667,1.838888889,-1.507,-1.86,0.404285714,4.143333333,-1.0575,0.036,2.495714286,-2.003333333,-1.643333333,0.842,0.723333333,-1.946666667,2.205,4.853333333,1.465555556,1.345714286,0.842,1.336666667,1.896,1.533,4.143333333,3.27375,0.036,211.27,0.92%,113.22,2.49%
4,1995,May,158.61,6.46,111.93,2.09,108.06,4.62,0.2,7.546869565,8.343412698,13.00258993,35.945,0.788908046,4.21280397,10.36316514,7.938484848,10.56,7.977179487,30.41388889,6.660289855,14.212,7.484117647,15.28130952,6.081551724,22.13116071,18.41513699,24.33266212,23.23713235,18.25878788,6.992987013,11.43,9.732597403,21.55333333,6.900827068,8.112,24.77413408,10.695,13.95922481,6.572669492,10.32308176,8.134671533,17.822125,7.5978,9.131851852,3.607595628,5.832574257,5.583212435,15.302,18.44567839,5.030994764,9.757010309,23.24153846,34.92,8.1575,7.358494624,13.96013889,16.39519608,13.21238782,5.325,8.227636364,12.58370079,8.923076923,5.862325581,3.469490446,9.304736842,15.63978723,9.62,8.134671533,24.33266212,6.572669492,3.469490446,18.44567839,10.36316514,6.081551724,13.96013889,17.822125,13.21238782,7.728181818,22.52609195,21.03554455,28.05,17.44875,14.49908309,9.870943396,14.35869565,17.60222222,25.33270073,27.59,22.78616071,26.95,21.5555102,15.66036496,11.03933824,17.24525974,17.13921569,16.33038217,18.93878378,23.97298851,13.83779661,17.80166667,11.89234375,28.225,13.52722628,13.53217949,18.06479452,26.625,22.54409091,10.46119469,19.62847826,12.1302459,13.2044375,12.74075,16.02822222,14.88201183,11.56377193,14.06592105,16.42967742,19.51632,12.47287234,15.576,25.90935484,27.05,14.12,22.38164706,12.32729167,19.91974359,23.26210648,27.11,11.35515337,17.93056604,26.17,13.02864865,14.03711538,13.7948125,16.5311236,8.674274809,12.1302459,16.33038217,10.46119469,14.03711538,19.51632,9.870943396,11.03933824,12.32729167,13.2044375,23.26210648,-0.75375,-0.106666667,2.632857143,4.682857143,3.594,-1.486666667,-1.99,1.242857143,-1.352222222,2.956666667,2.067,2.363333333,0.888888889,3.661111111,1.535,0.861111111,-1.726666667,-1.8075,-0.846666667,-0.545,2.036666667,2.921666667,0.324,1.731428571,-1.52375,5.323333333,4.94375,-1.685,-2.473333333,0.33125,4.275,-2.104,0.722,1.933333333,1.743333333,-1.478,-1.72,-0.085714286,5.527777778,0.335,0.365,4.005714286,-0.068333333,-1.943333333,0.429,0.553333333,0.43,3.703,5.323333333,3.661111111,1.731428571,0.429,1.933333333,3.594,2.067,5.527777778,4.94375,0.365,211.64,0.18%,115.85,2.32%
5,1995,Jun,169.98,7.17,120.01,7.22,112.83,4.41,0.2,6.379043478,8.976984127,9.411007194,21.815,0.211954023,2.657915633,7.197568807,4.045454545,6.56625,24.00923077,26.31611111,14.95224638,14.768,5.568627451,9.50702381,6.898965517,9.109196429,10.20684932,12.84044369,10.95779412,6.494666667,6.504025974,10.02511111,6.093636364,32.20666667,5.883984962,6.50475,13.54430168,13.61,7.948992248,8.926228814,23.84861635,5.734379562,7.128583333,3.9674,5.530740741,3.256338798,3.425742574,4.861295337,10.87025806,16.89321608,6.547172775,9.196185567,10.78692308,36.865,7.335,20.16,8.408055556,11.36735294,8.33599359,2.635,4.176363636,19.60267717,6.893846154,3.366511628,4.670636943,5.480263158,13.69659574,6.737633588,5.734379562,12.84044369,8.926228814,4.670636943,16.89321608,7.197568807,6.898965517,8.408055556,7.128583333,8.33599359,11.78876623,25.54804598,25.27247525,28.55,22.94475,18.73017192,15.16910377,19.45608696,21.88888889,27.06328467,27.23666667,24.88517857,27.25,22.68877551,20.42510949,14.13132353,22.39837662,22.08784314,21.92006369,23.02216216,27.27218391,19.06423729,21.81291667,17.59828125,27.875,19.1450365,19.06512821,22.71554795,27.1,26.07636364,14.63376106,22.59427536,17.8595082,18.9039375,18.55675,20.53622222,19.7535503,16.46982456,19.31203947,21.22008065,24.55384,14.96010638,20.01081481,26.51516129,26.875,18.88625,24.62352941,17.35916667,23.44153846,26.87793981,28.5,16.08269939,21.57084906,27.086,18.99216216,16.09102564,19.430375,20.67898876,13.63923664,17.8595082,21.92006369,14.63376106,16.09102564,24.55384,15.16910377,14.13132353,17.35916667,18.9039375,26.87793981,-0.71625,-0.043333333,3.054285714,5.198571429,4.728,-2.12,-2.24,1.828571429,-0.386666667,0.986666667,3.011,0.358888889,0.447777778,3.378888889,1.535,-0.48,-2.03,-1.5275,-1.316666667,-1.165,0.666666667,2.976666667,0.137,2.22,2.00625,4.378888889,2.975,-2.57,-2.713333333,0.495,5.5,-2.8,0.344,2.707777778,2.226666667,-1.393,-1.75,1.685714286,5.344444444,0.62,0.524,4.968571429,1.525,-2.983333333,0.503,-0.93,1.088333333,4.209,4.378888889,3.378888889,2.22,0.503,2.707777778,4.728,3.011,5.344444444,2.975,0.524,216.65,2.37%,104.36,-9.92%
6,1995,Jul,190.09,11.83,127.31,6.08,119.1,5.56,0,8.656956522,9.631190476,10.25776978,27.355,1.739655172,0.318138958,4.36940367,8.564848485,8.85375,19.67094017,24.47833333,8.335217391,20.934,10.39019608,8.905952381,2.944741379,7.633973214,7.233630137,8.459761092,7.950735294,14.89515152,7.784415584,7.967333333,9.778181818,27.07166667,8.643909774,13.46675,9.789888268,17.2225,13.46852713,6.086737288,10.76119497,11.83029197,5.447833333,11.3616,11.78833333,3.415300546,0.616336634,10.10207254,8.66916129,8.328492462,2.41973822,9.252938144,14.45507692,29.3,4.39875,11.10591398,7.876041667,9.927647059,5.960849359,1.205,1.844606061,9.064251969,11.69846154,11.83255814,3.083566879,8.962263158,7.708510638,3.247099237,11.83029197,8.459761092,6.086737288,3.083566879,8.328492462,4.36940367,2.944741379,7.876041667,5.447833333,5.960849359,13.52636364,27.93367816,27.76158416,27.9,28.02975,22.62206304,20.50679245,22.30956522,25.01666667,28.19416058,27.355,27.62830357,27,23.20591837,23.55423358,20.10044118,24.57064935,23.68068627,26.7822293,25.3672973,28.50551724,21.93152542,24.764375,19.86296875,27.7,20.54905109,20.68525641,25.96431507,26.6,27.90477273,19.44619469,25.34086957,20.28155738,24.5308125,20.724,23.428,23.60852071,22.86368421,21.21730263,22.93064516,28.40408,19.81287234,22.09281481,26.57580645,26.9,21.925,27.32894118,22.50993056,25.98435897,29.22351852,28.655,22.64748466,24.33150943,27.232,20.47675676,19.98224359,20.9655,22.78853933,19.80282443,20.28155738,26.7822293,19.44619469,19.98224359,28.40408,20.50679245,20.10044118,22.50993056,24.5308125,29.22351852,-1.25,0.163333333,-0.664285714,5.541428571,5.026,-2.376666667,-2.535,1.798571429,-1.066666667,0.825555556,3.861,-0.548888889,-0.28,3.535555556,0.3075,-0.285555556,-2.13,-1.84625,-1.27,-0.781,1.98,2.401666667,0.101,3.092857143,1.08625,5.618888889,2.2075,-2.37,-2.673333333,-0.57875,4.94,-2.683,-0.144,3.057777778,2.873333333,-1.55,-2.13,1.25,5.831111111,0.4775,0.252,5.445714286,0.536666667,-1.93,1.33,-1.037777778,-0.893333333,4.786,5.618888889,3.535555556,3.092857143,1.33,3.057777778,5.026,3.861,5.831111111,2.2075,0.252,226.92,4.74%,95.98,-8.03%
7,1995,Aug,184.39,-3,126.3,-0.79,118.7,-0.34,0.26,8.091478261,11.63761905,2.932374101,49.96,5.920689655,0.12426799,3.542018349,6.567878788,4.78375,26.6325641,32.945,16.57188406,30.19,10.80784314,9.029821429,1.873448276,10.25790179,10.66732877,8.490273038,8.890220588,10.55587879,5.067792208,5.524444444,3.793766234,29.42333333,11.0106015,12.1330625,9.073128492,24.62,10.70209302,3.1075,14.92490566,5.342554745,6.406125,7.098,4.134444444,5.284480874,0.684257426,5.759015544,10.90251613,7.848994975,1.897748691,4.289845361,16.06061538,37.135,5.2725,24.75473118,5.55,10.2472549,7.676362179,7.455,2.032,4.62496063,8.417692308,11.00837209,4.217707006,17.533,8.749787234,1.560534351,5.342554745,8.490273038,3.1075,4.217707006,7.848994975,3.542018349,1.873448276,5.55,6.406125,7.676362179,11.59493506,27.06609195,28.12841584,27.5,27.5936875,23.21094556,20.43745283,21.7773913,24.34777778,27.8350365,27.67833333,26.12,27.15,23.6222449,23.83240876,19.13602941,24.76584416,24.19352941,26.2555414,25.29,28.49724138,21.30169492,24.34229167,19.0746875,27.975,21.01007299,20.79192308,26.09554795,26.5,27.57431818,19.32827434,24.45413043,21.2845082,23.9956875,19.7095,23.306,22.69017751,22.77798246,21.07769737,23.37508065,27.64528,18.25989362,22.4962963,26.58774194,26.925,21.64625,25.89611765,22.66833333,25.48239316,28.07634259,28.975,22.39478528,23.86424528,27.352,19.50675676,17.77724359,21.199125,22.93876404,19.98236641,21.2845082,26.2555414,19.32827434,17.77724359,27.64528,20.43745283,19.13602941,22.66833333,23.9956875,28.07634259,-1.30875,-0.978888889,-0.937142857,4.561428571,4.664,-2.933333333,-3.24,2.628571429,-0.164444444,-0.035555556,4.09,-0.488888889,-0.18,2.938888889,0.0125,-0.607777778,-2.69,-2.50625,-2.1,-0.663,2.167777778,1.481666667,-0.011,3.204285714,0.94625,5.578888889,1.90625,-2.815,-3.416666667,-0.92,2.97,-3.284,-0.093,2.138888889,2.918888889,-2.639,-2.72,2.385714286,5.628888889,0.5825,0.774,3.507142857,-0.668333333,-1.866666667,1.697,1.045555556,-1.328333333,4.649,5.578888889,2.938888889,3.204285714,1.697,2.138888889,4.664,4.09,5.628888889,1.90625,0.774,218.92,-3.53%,84.65,-11.80%
8,1995,Sep,193.67,5.03,130.51,3.33,127.26,7.21,0.2,16.22278261,8.707142857,7.234676259,39.975,3.55908046,0.123449132,4.580045872,8.721212121,11.13625,15.25837607,36.34722222,8.607101449,36.852,5.663333333,7.43077381,1.775603448,3.327232143,2.768493151,6.702662116,6.711838235,6.168121212,8.013376623,7.753777778,6.146623377,37.23333333,5.468496241,7.258125,5.879050279,35.065,4.57248062,2.96529661,8.663899371,2.93,6.840375,6.9332,10.56314815,5.892131148,0.563069307,7.821709845,3.665677419,13.38512563,3.718010471,6.255927835,25.26584615,37.03,8.655,9.135698925,5.012430556,8.878823529,8.950753205,8.475,1.981575758,8.235433071,23.75230769,8.400465116,4.542802548,5.168631579,7.034893617,4.326259542,2.93,6.702662116,2.96529661,4.542802548,13.38512563,4.580045872,1.775603448,5.012430556,6.840375,8.950753205,8.864935065,24.44735632,23.32752475,27.5,24.0764375,21.20409742,15.75136792,16.83652174,20.57222222,27.14153285,27.59,23.19330357,27.35,23.52387755,17.72708029,16.20786765,19.35688312,18.98372549,21.12853503,20.58918919,26.80057471,16.3159322,20.43583333,13.86328125,27.925,15.54635037,15.09730769,20.86842466,26.875,25.13761364,14.52707965,20.76101449,15.17631148,18.0186875,14.3865,18.76,19.00100592,19.1354386,15.74934211,18.235,23.27096,16.58994681,17.50237037,26.24096774,27.11,17.19,22.41141176,16.80277778,21.24760684,25.60553241,28.85,18.15386503,19.88188679,26.888,14.19432432,16.63326923,15.3849375,18.21707865,14.52366412,15.17631148,21.12853503,14.52707965,16.63326923,23.27096,15.75136792,16.20786765,16.80277778,18.0186875,25.60553241,-0.8675,-1.138888889,-0.944285714,3.218571429,4.72,-2.803333333,-1.435,2.134285714,-0.001111111,-0.19,3.562,-1.085555556,-1.113333333,2.052222222,-0.2,-1.016666667,-2.703333333,-2.5925,-2.453333333,-1.156,2.142222222,-0.535,-0.656,2.805714286,0.67875,4.918888889,2.08,-2.97,-1.046666667,-0.4375,2.34,-2.903,-0.677,2.534444444,2.583333333,-2.938,-2.64,2.27,5.396666667,0.4725,0.238,0.997142857,-0.823333333,-1.91,1.476,0.262222222,-1.075,4.681,4.918888889,2.052222222,2.805714286,1.476,2.534444444,4.72,3.562,5.396666667,2.08,0.238,232.59,6.24%,91.1,7.62%
9,1995,Oct,203.79,5.23,140.82,7.9,137.07,7.71,0.33,10.71113043,23.75349206,6.263453237,28.37,0.333735632,0.111687345,1.125917431,23.77878788,16.88625,20.01512821,36.95944444,15.44297101,33.816,9.542058824,5.043571429,3.846810345,7.897098214,7.502123288,0.858498294,11.89007353,9.050969697,19.87818182,15.696,17.01948052,30.8,10.02962406,9.5313125,4.721955307,41.8275,10.00178295,3.827754237,18.55503145,4.382992701,4.425625,21.846,18.31481481,0.256174863,0.087722772,18.58362694,11.25103226,2.816582915,6.697434555,16.04768041,14.99861538,38.635,16.22125,14.84494624,8.234861111,12.44813725,3.208301282,17.765,0.589575758,14.54370079,9.038461538,19.68627907,12.40095541,12.37663158,9.802021277,2.882519084,4.382992701,0.858498294,3.827754237,12.40095541,2.816582915,1.125917431,3.846810345,8.234861111,4.425625,3.208301282,0.430714286,18.26287356,18.08455446,27.65,17.914875,16.39206304,9.227216981,12.04130435,15.02111111,23.9789781,27.44166667,18.18526786,27.5,22.94306122,11.2719708,7.005955882,13.57090909,13.05205882,15.17050955,14.53986486,20.56885057,11.94813559,14.855625,9.51,27.625,9.93,7.871987179,15.28294521,26.4,18.63363636,6.053539823,15.64630435,7.009508197,11.063375,10.22475,13.69111111,14.00071006,11.51105263,11.30526316,12.57548387,17.98816,9.396117021,12.44177778,25.96451613,26.84,12.36125,17.63152941,8.561597222,15.37615385,20.966875,28.175,10.42306748,14.32509434,25.618,10.03297297,8.99474359,9.142375,12.96651685,6.53480916,7.009508197,15.17050955,6.053539823,8.99474359,17.98816,9.227216981,7.005955882,8.561597222,11.063375,20.966875,1.98375,-1.368888889,-1.547142857,2.19,1.526,1.396666667,0.925,2.915714286,1.266666667,-0.302222222,3.451,-0.705555556,-1.073333333,0.336666667,0.7175,-0.63,1.386666667,0.7925,0.563333333,-0.154,3.07,-0.961666667,-0.086,3.111428571,1.91875,5.008888889,2.19,1.66,0.896666667,-1.74375,1.485,1.233,0.891,-0.486666667,2.182222222,0.987,0.89,2.894285714,6.431111111,1.13,-0.811,0.252857143,0.881666667,1.623333333,1.722,1.597777778,-0.14,4.823,5.008888889,0.336666667,3.111428571,1.722,-0.486666667,1.526,3.451,6.431111111,2.19,-0.811,240.99,3.61%,91.53,0.47%
